root(nselect:0) 	 	 Verbo(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {foster-child, foster child, fosterling}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {imp, scamp, monkey, rascal, rapscallion, scalawag, scallywag}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {kiddy}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {orphan}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {peanut}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {pickaninny, piccaninny, picaninny}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {poster child}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {preschooler, kindergartner, kindergartener}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {silly}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {sprog}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {toddler, yearling, tot, bambino}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {urchin}(nselect:0)
{child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling}(nselect:3) 	 	 {waif, street child}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {lover}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {loved one}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {money handler, money dealer}(nselect:0)
{money handler, money dealer}(nselect:0) 	 	 {payer, remunerator}(nselect:0)
{payer, remunerator}(nselect:0) 	 	 {drawee}(nselect:0)
{payer, remunerator}(nselect:0) 	 	 {paymaster}(nselect:0)
{payer, remunerator}(nselect:0) 	 	 {tenant, renter}(nselect:0)
{payer, remunerator}(nselect:0) 	 	 {tither}(nselect:0)
{payer, remunerator}(nselect:0) 	 	 {taxpayer}(nselect:18)
{taxpayer}(nselect:18) 	 	 {ratepayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {national, subject}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {nonreligious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {nonworker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {peer, equal, match, compeer}(nselect:0)
{peer, equal, match, compeer}(nselect:0) 	 	 {associate}(nselect:0)
{associate}(nselect:0) 	 	 {member, fellow member}(nselect:0)
{member, fellow member}(nselect:0) 	 	 {committee member}(nselect:0)
{committee member}(nselect:0) 	 	 {committeeman}(nselect:0)
{committee member}(nselect:0) 	 	 {committeewoman}(nselect:0)
{committee member}(nselect:0) 	 	 {regent, trustee}(nselect:0)
{committee member}(nselect:0) 	 	 {director}(nselect:5)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {perceiver, percipient, observer, beholder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {percher}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {precursor, forerunner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {primitive, primitive person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {religious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {sensualist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {traveler, traveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {unfortunate, unfortunate person}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {abandoned person}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {amputee}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {choker}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {desperate}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {homeless, homeless person}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {Job}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {jonah, jinx}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {languisher}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {failure, loser, nonstarter, unsuccessful person}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {maroon}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {mourner, griever, sorrower, lamenter}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {nympholept}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {outcast, castaway, pariah, Ishmael}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {poor person, have-not}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {schlimazel, shlimazel}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {sick person, diseased person, sufferer}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {survivor, subsister}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {victim}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {weeper, crier}(nselect:0)
{unfortunate, unfortunate person}(nselect:0) 	 	 {prisoner, captive}(nselect:15)
{prisoner, captive}(nselect:15) 	 	 {convict, con, inmate, yard bird, yardbird}(nselect:0)
{prisoner, captive}(nselect:15) 	 	 {detainee, political detainee}(nselect:0)
{prisoner, captive}(nselect:15) 	 	 {hostage, surety}(nselect:0)
{prisoner, captive}(nselect:15) 	 	 {internee}(nselect:0)
{prisoner, captive}(nselect:15) 	 	 {political prisoner}(nselect:0)
{prisoner, captive}(nselect:15) 	 	 {prisoner of war, POW}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {unwelcome person, persona non grata}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {unskilled person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {African}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {person of color, person of colour}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Black, Black person, blackamoor, Negro, Negroid}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {White, White person, Caucasian}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Amerindian, Native American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Slav}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {gentile}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Jew, Hebrew, Israelite}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Aries, Ram}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Taurus, Bull}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Gemini, Twin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Cancer, Crab}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Leo, Lion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Virgo, Virgin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Libra, Balance}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Scorpio, Scorpion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Sagittarius, Archer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Capricorn, Goat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Aquarius, Water Bearer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Pisces, Fish}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {abator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {abjurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {abomination}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {abstainer, abstinent, nondrinker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {achiever, winner, success, succeeder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {acquaintance, friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {acquirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {active}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {actor, doer, worker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {admirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {adoptee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {adversary, antagonist, opponent, opposer, resister}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {advisee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {advocate, advocator, proponent, exponent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {affiant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {agnostic, doubter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {amateur}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {ancient}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {anti}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {anti-American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {apprehender}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {appreciator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {archaist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {arrogator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {assessee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {asthmatic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {autodidact}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {baby boomer, boomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {baby buster, buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bad guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bad person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {baldhead, baldpate, baldy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {balker, baulker, noncompliant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bullfighter, toreador}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bather}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {beard}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bedfellow}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bereaved, bereaved person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {best, topper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {birth}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {biter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {blogger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {blond, blonde}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bluecoat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bodybuilder, muscle builder, muscle-builder, musclebuilder, muscleman}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {bomber}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {brunet, brunette}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {candidate, prospect}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {case}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {cashier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {celebrant, celebrator, celebrater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {censor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {chameleon}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {charmer, beguiler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {child, baby}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {chutzpanik}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {closer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {clumsy person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {collector, aggregator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {combatant, battler, belligerent, fighter, scrapper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {complexifier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {compulsive}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {computer user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {contemplative}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {convert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {copycat, imitator, emulator, ape, aper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {counter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {counterterrorist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {crawler, creeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {creature, wight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {creditor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {cripple}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dancer, social dancer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dead person, dead soul, deceased person, deceased, decedent, departed}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {deaf person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {debaser, degrader}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {debtor, debitor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {defecator, voider, shitter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {delayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {deliverer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {demander}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dieter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {differentiator, discriminator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {disentangler, unraveler, unraveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dissenter, dissident, protester, objector, contestant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {divider}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {domestic partner, significant other, spousal equivalent, spouse equivalent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {double, image, look-alike}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dresser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dribbler, driveller, slobberer, drooler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {drug user, substance abuser, user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {dyslectic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {ectomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {effecter, effector}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {Elizabethan}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {emotional person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {endomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {enjoyer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {enrollee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {ethnic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {explorer, adventurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {extrovert, extravert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:20) 	 	 {faddist}(nselect:0)
