Verbo(nselect:0) 	 	 {act, move}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {repair, mend, fix, bushel, doctor, furbish up, restore, touch on}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {reform}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {fancify, beautify, embellish, prettify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {build}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {perfect, hone}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {polish, refine, fine-tune, down}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {purify, sublimate, make pure, distill}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {fructify}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {raise, lift}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {advance}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {upgrade}(nselect:0)
{better, improve, amend, ameliorate, meliorate}(nselect:1) 	 	 {educate}(nselect:0)
Verbo(nselect:0) 	 	 {determine, find, find out, ascertain}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {gauge}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {translate}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {rectify}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {redetermine}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {sequence}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {refract}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {count, number, enumerate, numerate}(nselect:0)
{count, number, enumerate, numerate}(nselect:0) 	 	 {recount}(nselect:0)
{count, number, enumerate, numerate}(nselect:0) 	 	 {miscount}(nselect:0)
{count, number, enumerate, numerate}(nselect:0) 	 	 {census}(nselect:0)
{count, number, enumerate, numerate}(nselect:0) 	 	 {total, tot, tot up, sum, sum up, summate, tote up, add, add together, tally, add up}(nselect:6)
{determine, find, find out, ascertain}(nselect:0) 	 	 {admeasure}(nselect:0)
{determine, find, find out, ascertain}(nselect:0) 	 	 {situate, locate}(nselect:1)
{situate, locate}(nselect:1) 	 	 {acquire}(nselect:0)
{situate, locate}(nselect:1) 	 	 {radiolocate}(nselect:0)
{situate, locate}(nselect:1) 	 	 {map}(nselect:0)
{situate, locate}(nselect:1) 	 	 {place, localize, localise}(nselect:0)
{situate, locate}(nselect:1) 	 	 {base}(nselect:0)
Verbo(nselect:0) 	 	 {watch}(nselect:0)
{watch}(nselect:0) 	 	 {witness}(nselect:0)
{watch}(nselect:0) 	 	 {rubberneck}(nselect:0)
{watch}(nselect:0) 	 	 {observe}(nselect:0)
{watch}(nselect:0) 	 	 {watch, view, see, catch, take in}(nselect:5)
{watch, view, see, catch, take in}(nselect:5) 	 	 {visualize, visualise}(nselect:0)
{watch, view, see, catch, take in}(nselect:5) 	 	 {spectate}(nselect:0)
{watch, view, see, catch, take in}(nselect:5) 	 	 {preview}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:3)
{be}(nselect:3) 	 	 {stretch, stretch along}(nselect:0)
{be}(nselect:3) 	 	 {occupy, fill}(nselect:0)
{occupy, fill}(nselect:0) 	 	 {take up}(nselect:0)
{occupy, fill}(nselect:0) 	 	 {crowd}(nselect:2)
{be}(nselect:3) 	 	 {populate, dwell, live, inhabit}(nselect:0)
{be}(nselect:3) 	 	 {inhabit}(nselect:0)
{be}(nselect:3) 	 	 {stand back, keep one's eyes off, keep one's distance, keep one's hands off, stay away}(nselect:0)
{be}(nselect:3) 	 	 {reach, extend to, touch}(nselect:0)
{be}(nselect:3) 	 	 {run, go, pass, lead, extend}(nselect:2)
{run, go, pass, lead, extend}(nselect:2) 	 	 {come}(nselect:0)
{run, go, pass, lead, extend}(nselect:2) 	 	 {radiate, ray}(nselect:0)
{run, go, pass, lead, extend}(nselect:2) 	 	 {go far, go deep}(nselect:0)
{be}(nselect:3) 	 	 {go, lead}(nselect:0)
{be}(nselect:3) 	 	 {cover, continue, extend}(nselect:0)
{be}(nselect:3) 	 	 {extend, poke out, reach out}(nselect:0)
{be}(nselect:3) 	 	 {lie}(nselect:0)
{be}(nselect:3) 	 	 {sit}(nselect:0)
{be}(nselect:3) 	 	 {sit, sit around}(nselect:0)
{be}(nselect:3) 	 	 {face}(nselect:0)
{be}(nselect:3) 	 	 {straddle}(nselect:0)
{be}(nselect:3) 	 	 {follow}(nselect:0)
{be}(nselect:3) 	 	 {center on}(nselect:0)
{be}(nselect:3) 	 	 {lie, rest}(nselect:0)
{be}(nselect:3) 	 	 {belong, go}(nselect:0)
{be}(nselect:3) 	 	 {come}(nselect:0)
{be}(nselect:3) 	 	 {attend, go to}(nselect:1)
{attend, go to}(nselect:1) 	 	 {sit in}(nselect:0)
{attend, go to}(nselect:1) 	 	 {worship}(nselect:0)
Verbo(nselect:0) 	 	 {win}(nselect:45)
{win}(nselect:45) 	 	 {romp}(nselect:0)
{win}(nselect:45) 	 	 {carry}(nselect:0)
{win}(nselect:45) 	 	 {take}(nselect:0)
{win}(nselect:45) 	 	 {sweep}(nselect:0)
{win}(nselect:45) 	 	 {carry}(nselect:0)
{win}(nselect:45) 	 	 {prevail, triumph}(nselect:0)
{win}(nselect:45) 	 	 {take the cake}(nselect:0)
Verbo(nselect:0) 	 	 {make, create}(nselect:3)
{make, create}(nselect:3) 	 	 {lay down, establish, make}(nselect:0)
{lay down, establish, make}(nselect:0) 	 	 {set, mark}(nselect:1)
{make, create}(nselect:3) 	 	 {produce, bring about, give rise}(nselect:0)
{produce, bring about, give rise}(nselect:0) 	 	 {leave, result, lead}(nselect:2)
{leave, result, lead}(nselect:2) 	 	 {lead}(nselect:1)
{lead}(nselect:1) 	 	 {entail, implicate}(nselect:0)
{lead}(nselect:1) 	 	 {necessitate}(nselect:0)
{produce, bring about, give rise}(nselect:0) 	 	 {induce, induct}(nselect:0)
{make, create}(nselect:3) 	 	 {arouse, elicit, enkindle, kindle, evoke, fire, raise, provoke}(nselect:0)
{arouse, elicit, enkindle, kindle, evoke, fire, raise, provoke}(nselect:0) 	 	 {stimulate, shake, shake up, excite, stir}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {fuel}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {arouse, sex, excite, turn on, wind up}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {thrill, tickle, vibrate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {tempt, invite}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {elate, lift up, uplift, pick up, intoxicate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {inspire, animate, invigorate, enliven, exalt}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {titillate}(nselect:0)
{stimulate, shake, shake up, excite, stir}(nselect:0) 	 	 {frighten, fright, scare, affright}(nselect:1)
{frighten, fright, scare, affright}(nselect:1) 	 	 {bluff}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {awe}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {terrify, terrorize, terrorise}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {intimidate}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {dismay, alarm, appal, appall, horrify}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {consternate}(nselect:0)
{frighten, fright, scare, affright}(nselect:1) 	 	 {spook}(nselect:0)
{make, create}(nselect:3) 	 	 {beget, get, engender, father, mother, sire, generate, bring forth}(nselect:0)
{make, create}(nselect:3) 	 	 {reproduce, procreate, multiply}(nselect:0)
{make, create}(nselect:3) 	 	 {regenerate}(nselect:0)
{make, create}(nselect:3) 	 	 {clear}(nselect:0)
{make, create}(nselect:3) 	 	 {distill, extract, distil}(nselect:0)
{make, create}(nselect:3) 	 	 {derive, educe}(nselect:0)
{make, create}(nselect:3) 	 	 {froth, spume, suds}(nselect:0)
{make, create}(nselect:3) 	 	 {puncture}(nselect:0)
{make, create}(nselect:3) 	 	 {twine}(nselect:0)
{make, create}(nselect:3) 	 	 {cleave}(nselect:0)
{make, create}(nselect:3) 	 	 {track}(nselect:0)
{make, create}(nselect:3) 	 	 {institute, bring}(nselect:0)
{make, create}(nselect:3) 	 	 {short-circuit, short}(nselect:0)
{make, create}(nselect:3) 	 	 {re-create}(nselect:0)
{re-create}(nselect:0) 	 	 {regenerate, renew}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {refurbish, renovate, freshen up}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {revamp}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {retread, remold, remould}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {renovate, restitute}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {refresh, freshen}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {revitalize, revitalise}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {regenerate, restore, rejuvenate}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {overhaul, modernize, modernise}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {restore, reconstruct}(nselect:0)
{regenerate, renew}(nselect:0) 	 	 {replace}(nselect:2)
{replace}(nselect:2) 	 	 {change, exchange, commute, convert}(nselect:0)
{replace}(nselect:2) 	 	 {change}(nselect:0)
{replace}(nselect:2) 	 	 {novate}(nselect:0)
{make, create}(nselect:3) 	 	 {grind}(nselect:0)
{make, create}(nselect:3) 	 	 {generate, bring forth}(nselect:0)
{make, create}(nselect:3) 	 	 {originate, initiate, start}(nselect:0)
{make, create}(nselect:3) 	 	 {give, yield}(nselect:0)
{make, create}(nselect:3) 	 	 {bring, work, play, wreak, make for}(nselect:0)
{make, create}(nselect:3) 	 	 {raise, conjure, conjure up, invoke, evoke, stir, call down, arouse, bring up, put forward, call forth}(nselect:0)
{make, create}(nselect:3) 	 	 {create by mental act, create mentally}(nselect:0)
{make, create}(nselect:3) 	 	 {create, make}(nselect:0)
{make, create}(nselect:3) 	 	 {realize, realise, actualize, actualise, substantiate}(nselect:0)
{make, create}(nselect:3) 	 	 {cause, do, make}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {determine, shape, mold, influence, regulate}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {initiate, pioneer}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {effect, effectuate, set up}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {make}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {occasion}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {provoke, evoke, call forth, kick up}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {engender, breed, spawn}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {motivate, actuate, propel, move, prompt, incite}(nselect:1)
{cause, do, make}(nselect:0) 	 	 {facilitate}(nselect:0)
{cause, do, make}(nselect:0) 	 	 {impel, force}(nselect:1)
{make, create}(nselect:3) 	 	 {establish, give}(nselect:0)
{make, create}(nselect:3) 	 	 {put on, turn in}(nselect:0)
{make, create}(nselect:3) 	 	 {bear, turn out}(nselect:0)
{make, create}(nselect:3) 	 	 {create from raw material, create from raw stuff}(nselect:0)
{make, create}(nselect:3) 	 	 {construct, build, make}(nselect:0)
{make, create}(nselect:3) 	 	 {build, establish}(nselect:0)
{make, create}(nselect:3) 	 	 {assemble, piece, put together, set up, tack, tack together}(nselect:0)
{make, create}(nselect:3) 	 	 {style}(nselect:0)
{make, create}(nselect:3) 	 	 {strike}(nselect:0)
{make, create}(nselect:3) 	 	 {copy, re-create}(nselect:0)
{make, create}(nselect:3) 	 	 {create verbally}(nselect:0)
{make, create}(nselect:3) 	 	 {compose, write}(nselect:0)
{make, create}(nselect:3) 	 	 {choreograph}(nselect:0)
{make, create}(nselect:3) 	 	 {direct}(nselect:0)
{make, create}(nselect:3) 	 	 {film}(nselect:0)
{make, create}(nselect:3) 	 	 {film-make}(nselect:0)
{make, create}(nselect:3) 	 	 {recreate}(nselect:0)
{make, create}(nselect:3) 	 	 {offset}(nselect:0)
{make, create}(nselect:3) 	 	 {scrape}(nselect:0)
{make, create}(nselect:3) 	 	 {produce, bring forth}(nselect:0)
{make, create}(nselect:3) 	 	 {press}(nselect:0)
{make, create}(nselect:3) 	 	 {prepare}(nselect:0)
{make, create}(nselect:3) 	 	 {cut}(nselect:0)
{make, create}(nselect:3) 	 	 {cut}(nselect:0)
{make, create}(nselect:3) 	 	 {raise}(nselect:0)
{make, create}(nselect:3) 	 	 {beat}(nselect:0)
{make, create}(nselect:3) 	 	 {chop}(nselect:0)
{make, create}(nselect:3) 	 	 {manufacture}(nselect:0)
{make, create}(nselect:3) 	 	 {blast, shell}(nselect:0)
{make, create}(nselect:3) 	 	 {incorporate}(nselect:0)
{make, create}(nselect:3) 	 	 {form, organize, organise}(nselect:1)
{form, organize, organise}(nselect:1) 	 	 {reorganize, reorganise, regroup}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {choose up}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {draw up}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {regiment}(nselect:0)
{form, organize, organise}(nselect:1) 	 	 {syndicate}(nselect:0)
Verbo(nselect:0) 	 	 {succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {hit}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pull off, negociate, bring off, carry off, manage}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pass, clear}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {luck out, hit the jackpot}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {nail down, nail, peg}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pass, make it}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {run}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {work, act}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {pan out}(nselect:0)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {arrive, make it, get in, go far}(nselect:5)
{succeed, win, come through, bring home the bacon, deliver the goods}(nselect:1) 	 	 {achieve, accomplish, attain, reach}(nselect:19)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {score}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {reach, make, get to, progress to}(nselect:1)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {begin}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {come to, strike}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {culminate}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {compass}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {average}(nselect:0)
{achieve, accomplish, attain, reach}(nselect:19) 	 	 {wangle, finagle, manage}(nselect:0)
Verbo(nselect:0) 	 	 {get the better of, overcome, defeat}(nselect:7)
{get the better of, overcome, defeat}(nselect:7) 	 	 {demolish, destroy}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {wallop}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {down}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {overrun}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {lurch, skunk}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {rout, rout out, expel}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {upset}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {nose}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {conquer}(nselect:4)
{get the better of, overcome, defeat}(nselect:7) 	 	 {survive, pull through, pull round, come through, make it}(nselect:0)
{get the better of, overcome, defeat}(nselect:7) 	 	 {beat, beat out, crush, shell, trounce, vanquish}(nselect:7)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {outpoint, outscore}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {walk over}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {eliminate}(nselect:1)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {worst, pip, mop up, whip, rack up}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {whomp}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {get the best, have the best, overcome}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {spread-eagle, spreadeagle, rout}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {get the jump}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {cheat, chouse, shaft, screw, chicane, jockey}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outwit, overreach, outsmart, outfox, beat, circumvent}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outgrow}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outshout, outcry}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outroar}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outsail}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outdraw}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outsell}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outsell}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outpace}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outshine}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outrange}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outweigh}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outbrave}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {out-herod}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outfox}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {shame}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outmarch}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {outwear}(nselect:0)
{surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform}(nselect:2) 	 	 {better, break}(nselect:7)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {overcome, get over, subdue, surmount, master}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {outdo, outflank, trump, best, scoop}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {outfight}(nselect:0)
{beat, beat out, crush, shell, trounce, vanquish}(nselect:7) 	 	 {overpower, overmaster, overwhelm}(nselect:0)
