root(nselect:0) 	 	 Verbo(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {juvenile, juvenile person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {lover}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {loved one}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {male, male person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {money handler, money dealer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {national, subject}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {nonreligious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {nonworker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {perceiver, percipient, observer, beholder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {percher}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {precursor, forerunner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {primitive, primitive person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {religious person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {sensualist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {traveler, traveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {unfortunate, unfortunate person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {unwelcome person, persona non grata}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {unskilled person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {African}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {person of color, person of colour}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Black, Black person, blackamoor, Negro, Negroid}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {White, White person, Caucasian}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Amerindian, Native American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Slav}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gentile}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Jew, Hebrew, Israelite}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Aries, Ram}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Taurus, Bull}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Gemini, Twin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Cancer, Crab}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Leo, Lion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Virgo, Virgin}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Libra, Balance}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Scorpio, Scorpion}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Sagittarius, Archer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Capricorn, Goat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Aquarius, Water Bearer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Pisces, Fish}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {abator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {abjurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {abomination}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {abstainer, abstinent, nondrinker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {achiever, winner, success, succeeder}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {acquaintance, friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {acquirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {active}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {actor, doer, worker}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {adjudicator}(nselect:0)
{adjudicator}(nselect:0) 	 	 {official}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {admirer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {adoptee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {adversary, antagonist, opponent, opposer, resister}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {advisee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {advocate, advocator, proponent, exponent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {affiant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {agnostic, doubter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {amateur}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {ancient}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {anti}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {anti-American}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {apprehender}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {appreciator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {archaist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {arrogator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {assessee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {asthmatic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {authority}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {autodidact}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {baby boomer, boomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {baby buster, buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bad guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bad person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {baldhead, baldpate, baldy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {balker, baulker, noncompliant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bullfighter, toreador}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bather}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {beard}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bedfellow}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bereaved, bereaved person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {best, topper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {birth}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {biter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {blogger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {blond, blonde}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bluecoat}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bodybuilder, muscle builder, muscle-builder, musclebuilder, muscleman}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {bomber}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {brunet, brunette}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {buster}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {candidate, prospect}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {case}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {cashier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {celebrant, celebrator, celebrater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {censor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {chameleon}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {charmer, beguiler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {child, baby}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {chutzpanik}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {closer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {clumsy person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {collector, aggregator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {combatant, battler, belligerent, fighter, scrapper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {complexifier}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {compulsive}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {computer user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {contemplative}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {convert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {copycat, imitator, emulator, ape, aper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {counter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {counterterrorist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {crawler, creeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {creature, wight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {creditor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {cripple}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dancer, social dancer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dead person, dead soul, deceased person, deceased, decedent, departed}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {deaf person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {debaser, degrader}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {debtor, debitor}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {defecator, voider, shitter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {delayer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {deliverer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {demander}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dieter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {differentiator, discriminator}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {disentangler, unraveler, unraveller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dissenter, dissident, protester, objector, contestant}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {divider}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {domestic partner, significant other, spousal equivalent, spouse equivalent}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {double, image, look-alike}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dresser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dribbler, driveller, slobberer, drooler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {drug user, substance abuser, user}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {dyslectic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {ectomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {effecter, effector}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {Elizabethan}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {emotional person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {endomorph}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {enjoyer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {enrollee}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {ethnic}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {explorer, adventurer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {extrovert, extravert}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {faddist}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {faller}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {fastener}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {fiduciary}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {first-rater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {follower}(nselect:0)
{follower}(nselect:0) 	 	 {camp follower}(nselect:0)
{follower}(nselect:0) 	 	 {Cartesian}(nselect:0)
{follower}(nselect:0) 	 	 {cultist}(nselect:0)
{follower}(nselect:0) 	 	 {cultist}(nselect:0)
{follower}(nselect:0) 	 	 {disciple, adherent}(nselect:0)
{follower}(nselect:0) 	 	 {fan, buff, devotee, lover}(nselect:0)
{follower}(nselect:0) 	 	 {flatterer, adulator}(nselect:0)
{follower}(nselect:0) 	 	 {flunky, flunkey, stooge, yes-man}(nselect:0)
{follower}(nselect:0) 	 	 {Freudian}(nselect:0)
{follower}(nselect:0) 	 	 {Hegelian}(nselect:0)
{follower}(nselect:0) 	 	 {inferior}(nselect:0)
{follower}(nselect:0) 	 	 {Jacksonian}(nselect:0)
{follower}(nselect:0) 	 	 {janissary}(nselect:0)
{follower}(nselect:0) 	 	 {Jeffersonian}(nselect:0)
{follower}(nselect:0) 	 	 {Jungian}(nselect:0)
{follower}(nselect:0) 	 	 {Keynesian}(nselect:0)
{follower}(nselect:0) 	 	 {Lamarckian}(nselect:0)
{follower}(nselect:0) 	 	 {Machiavellian}(nselect:0)
{follower}(nselect:0) 	 	 {Mendelian}(nselect:0)
{follower}(nselect:0) 	 	 {Mohammedan, Muhammedan, Muhammadan}(nselect:0)
{follower}(nselect:0) 	 	 {myrmidon}(nselect:0)
{follower}(nselect:0) 	 	 {Nestorian}(nselect:0)
{follower}(nselect:0) 	 	 {Newtonian}(nselect:0)
{follower}(nselect:0) 	 	 {regular}(nselect:0)
{follower}(nselect:0) 	 	 {respecter}(nselect:0)
{follower}(nselect:0) 	 	 {satellite, planet}(nselect:0)
{follower}(nselect:0) 	 	 {sheep}(nselect:0)
{follower}(nselect:0) 	 	 {Skinnerian}(nselect:0)
{follower}(nselect:0) 	 	 {Stalinist}(nselect:0)
{follower}(nselect:0) 	 	 {submitter}(nselect:0)
{follower}(nselect:0) 	 	 {tagalong, hanger-on}(nselect:0)
{follower}(nselect:0) 	 	 {vassal, liege, liegeman, liege subject, feudatory}(nselect:0)
{follower}(nselect:0) 	 	 {Wagnerian}(nselect:0)
{follower}(nselect:0) 	 	 {leech, parasite, sponge, sponger}(nselect:9)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {free agent, free spirit, freewheeler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {friend}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {fugitive, runaway, fleer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gainer, weight gainer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gambler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gatekeeper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {gatherer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {good guy}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {good person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {granter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {greeter, saluter, welcomer}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {grinner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {groaner}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {grunter}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {guesser}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {handicapped person}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {hater}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {heterosexual, heterosexual person, straight person, straight}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {homosexual, homophile, homo, gay}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {homunculus}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {hope}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {hoper}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {huddler}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {hugger}(nselect:0)
{person, individual, someone, somebody, mortal, soul}(nselect:4) 	 	 {immune}(nselect:0)
